strasse,sprache,typ,generisch
Viale dei Campi,it,Viale,false
Sentiero dei Campi,it,Sentiero,false
Piazza dei Campi,it,Piazza,false
Strada dei Campi,it,Strada,false
Passaggio dei Campi,it,Passaggio,false
Via dei Giardini,it,Via,false
Via delle Giardini,it,Via,false
Vicolo dei Giardini,it,Vicolo,false
Viale dei Giardini,it,Viale,false
Sentiero dei Giardini,it,Sentiero,false
Piazza dei Giardini,it,Piazza,false
Strada dei Giardini,it,Strada,false
Passaggio dei Giardini,it,Passaggio,false
Via dei Mulini,it,Via,false
Via delle Mulini,it,Via,false
Vicolo dei Mulini,it,Vicolo,false
Viale dei Mulini,it,Viale,false
Sentiero dei Mulini,it,Sentiero,false
Piazza dei Mulini,it,Piazza,false
Strada dei Mulini,it,Strada,false
Passaggio dei Mulini,it,Passaggio,false
Via dei Fontane,it,Via,false
Via delle Fontane,it,Via,false
Vicolo dei Fontane,it,Vicolo,false
Viale dei Fontane,it,Viale,false
Sentiero dei Fontane,it,Sentiero,false
Piazza dei Fontane,it,Piazza,false
Strada dei Fontane,it,Strada,false
Passaggio dei Fontane,it,Passaggio,false
Via dei Sorgenti,it,Via,false
Via delle Sorgenti,it,Via,false
Vicolo dei Sorgenti,it,Vicolo,false
Viale dei Sorgenti,it,Viale,false
Sentiero dei Sorgenti,it,Sentiero,false
Piazza dei Sorgenti,it,Piazza,false
Strada dei Sorgenti,it,Strada,false
Passaggio dei Sorgenti,it,Passaggio,false
Via dei Ruscelli,it,Via,false
Via delle Ruscelli,it,Via,false
Vicolo dei Ruscelli,it,Vicolo,false
Viale dei Ruscelli,it,Viale,false
Sentiero dei Ruscelli,it,Sentiero,false
Piazza dei Ruscelli,it,Piazza,false
Strada dei Ruscelli,it,Strada,false
Passaggio dei Ruscelli,it,Passaggio,false
Via dei Rive,it,Via,false
Via delle Rive,it,Via,false
Vicolo dei Rive,it,Vicolo,false
Viale dei Rive,it,Viale,false
Sentiero dei Rive,it,Sentiero,false
Piazza dei Rive,it,Piazza,false
Strada dei Rive,it,Strada,false
Passaggio dei Rive,it,Passaggio,false
Via dei Stagni,it,Via,false
Via delle Stagni,it,Via,false
Vicolo dei Stagni,it,Vicolo,false
Viale dei Stagni,it,Viale,false
Sentiero dei Stagni,it,Sentiero,false
Piazza dei Stagni,it,Piazza,false
Strada dei Stagni,it,Strada,false
Passaggio dei Stagni,it,Passaggio,false
Via dei Laghi,it,Via,false
Via delle Laghi,it,Via,false
Vicolo dei Laghi,it,Vicolo,false
Viale dei Laghi,it,Viale,false
Sentiero dei Laghi,it,Sentiero,false
Piazza dei Laghi,it,Piazza,false
Strada dei Laghi,it,Strada,false
Passaggio dei Laghi,it,Passaggio,false
Via dei Ponti,it,Via,false
Via delle Ponti,it,Via,false
Vicolo dei Ponti,it,Vicolo,false
Viale dei Ponti,it,Viale,false
Sentiero dei Ponti,it,Sentiero,false
Piazza dei Ponti,it,Piazza,false
Strada dei Ponti,it,Strada,false
Passaggio dei Ponti,it,Passaggio,false
Via dei Colline,it,Via,false
Via delle Colline,it,Via,false
Vicolo dei Colline,it,Vicolo,false
Viale dei Colline,it,Viale,false
Sentiero dei Colline,it,Sentiero,false
Piazza dei Colline,it,Piazza,false
Strada dei Colline,it,Strada,false
Passaggio dei Colline,it,Passaggio,false
Via dei Valli,it,Via,false
Via delle Valli,it,Via,false
Vicolo dei Valli,it,Vicolo,false
Viale dei Valli,it,Viale,false
Sentiero dei Valli,it,Sentiero,false
Piazza dei Valli,it,Piazza,false
Strada dei Valli,it,Strada,false
Passaggio dei Valli,it,Passaggio,false
Via dei Rocce,it,Via,false
Via delle Rocce,it,Via,false
Vicolo dei Rocce,it,Vicolo,false
Viale dei Rocce,it,Viale,false
Sentiero dei Rocce,it,Sentiero,false
Piazza dei Rocce,it,Piazza,false
Strada dei Rocce,it,Strada,false
Passaggio dei Rocce,it,Passaggio,false
Via dei Sassi,it,Via,false
Via delle Sassi,it,Via,false
Vicolo dei Sassi,it,Vicolo,false
Viale dei Sassi,it,Viale,false
Sentiero dei Sassi,it,Sentiero,false
Piazza dei Sassi,it,Piazza,false
Strada dei Sassi,it,Strada,false
Passaggio dei Sassi,it,Passaggio,false
Via dei Sabbie,it,Via,false
Via delle Sabbie,it,Via,false
Vicolo dei Sabbie,it,Vicolo,false
Viale dei Sabbie,it,Viale,false
Sentiero dei Sabbie,it,Sentiero,false
Piazza dei Sabbie,it,Piazza,false
Strada dei Sabbie,it,Strada,false
Passaggio dei Sabbie,it,Passaggio,false
Via dei Soli,it,Via,false
Via delle Soli,it,Via,false
Vicolo dei Soli,it,Vicolo,false
Viale dei Soli,it,Viale,false
Sentiero dei Soli,it,Sentiero,false
Piazza dei Soli,it,Piazza,false
Strada dei Soli,it,Strada,false
Passaggio dei Soli,it,Passaggio,false
Via dei Stelle,it,Via,false
Via delle Stelle,it,Via,false
Vicolo dei Stelle,it,Vicolo,false
Viale dei Stelle,it,Viale,false
Sentiero dei Stelle,it,Sentiero,false
Piazza dei Stelle,it,Piazza,false
Strada dei Stelle,it,Strada,false
Passaggio dei Stelle,it,Passaggio,false
Via dei Aurore,it,Via,false
Via delle Aurore,it,Via,false
Vicolo dei Aurore,it,Vicolo,false
Viale dei Aurore,it,Viale,false
Sentiero dei Aurore,it,Sentiero,false
Piazza dei Aurore,it,Piazza,false
Strada dei Aurore,it,Strada,false
Passaggio dei Aurore,it,Passaggio,false
Via dei Tramonti,it,Via,false
Via delle Tramonti,it,Via,false
Vicolo dei Tramonti,it,Vicolo,false
Viale dei Tramonti,it,Viale,false
Sentiero dei Tramonti,it,Sentiero,false
Piazza dei Tramonti,it,Piazza,false
Strada dei Tramonti,it,Strada,false
Passaggio dei Tramonti,it,Passaggio,false
Via dei Inverni,it,Via,false
Via delle Inverni,it,Via,false
Vicolo dei Inverni,it,Vicolo,false
Viale dei Inverni,it,Viale,false
Sentiero dei Inverni,it,Sentiero,false
Piazza dei Inverni,it,Piazza,false
Strada dei Inverni,it,Strada,false
Passaggio dei Inverni,it,Passaggio,false
Via dei Primavere,it,Via,false
Via delle Primavere,it,Via,false
Vicolo dei Primavere,it,Vicolo,false
Viale dei Primavere,it,Viale,false
Sentiero dei Primavere,it,Sentiero,false
Piazza dei Primavere,it,Piazza,false
Strada dei Primavere,it,Strada,false
Passaggio dei Primavere,it,Passaggio,false
Via dei Autunni,it,Via,false
Via delle Autunni,it,Via,false
Vicolo dei Autunni,it,Vicolo,false
Viale dei Autunni,it,Viale,false
Sentiero dei Autunni,it,Sentiero,false
Piazza dei Autunni,it,Piazza,false
Strada dei Autunni,it,Strada,false
Passaggio dei Autunni,it,Passaggio,false
Via dei Cappelle,it,Via,false
Via delle Cappelle,it,Via,false
Vicolo dei Cappelle,it,Vicolo,false
Viale dei Cappelle,it,Viale,false
Sentiero dei Cappelle,it,Sentiero,false
Piazza dei Cappelle,it,Piazza,false
Strada dei Cappelle,it,Strada,false
Passaggio dei Cappelle,it,Passaggio,false
Via dei Campanili,it,Via,false
Via delle Campanili,it,Via,false
Vicolo dei Campanili,it,Vicolo,false
Viale dei Campanili,it,Viale,false
Sentiero dei Campanili,it,Sentiero,false
Piazza dei Campanili,it,Piazza,false
Strada dei Campanili,it,Strada,false
Passaggio dei Campanili,it,Passaggio,false
Via dei Scuole,it,Via,false
Via delle Scuole,it,Via,false
Vicolo dei Scuole,it,Vicolo,false
Viale dei Scuole,it,Viale,false
Sentiero dei Scuole,it,Sentiero,false
Piazza dei Scuole,it,Piazza,false
Strada dei Scuole,it,Strada,false
Passaggio dei Scuole,it,Passaggio,false
Via dei Stazioni,it,Via,false
Via delle Stazioni,it,Via,false
Vicolo dei Stazioni,it,Vicolo,false
Viale dei Stazioni,it,Viale,false
Sentiero dei Stazioni,it,Sentiero,false
Piazza dei Stazioni,it,Piazza,false
Strada dei Stazioni,it,Strada,false
Passaggio dei Stazioni,it,Passaggio,false
Via dei Mercati,it,Via,false
Via delle Mercati,it,Via,false
Vicolo dei Mercati,it,Vicolo,false
Viale dei Mercati,it,Viale,false
Sentiero dei Mercati,it,Sentiero,false
Piazza dei Mercati,it,Piazza,false
Strada dei Mercati,it,Strada,false
Passaggio dei Mercati,it,Passaggio,false
Via dei Fabbri,it,Via,false
Via delle Fabbri,it,Via,false
Vicolo dei Fabbri,it,Vicolo,false
Viale dei Fabbri,it,Viale,false
Sentiero dei Fabbri,it,Sentiero,false
Piazza dei Fabbri,it,Piazza,false
Strada dei Fabbri,it,Strada,false
Passaggio dei Fabbri,it,Passaggio,false
Via dei Tessitori,it,Via,false
Via delle Tessitori,it,Via,false
Vicolo dei Tessitori,it,Vicolo,false
Viale dei Tessitori,it,Viale,false
Sentiero dei Tessitori,it,Sentiero,false
Piazza dei Tessitori,it,Piazza,false
Strada dei Tessitori,it,Strada,false
Passaggio dei Tessitori,it,Passaggio,false
Via dei Mugnai,it,Via,false
Via delle Mugnai,it,Via,false
Vicolo dei Mugnai,it,Vicolo,false
Viale dei Mugnai,it,Viale,false
Sentiero dei Mugnai,it,Sentiero,false
Piazza dei Mugnai,it,Piazza,false
Strada dei Mugnai,it,Strada,false
Passaggio dei Mugnai,it,Passaggio,false
Via dei Conciatori,it,Via,false
Via delle Conciatori,it,Via,false
Vicolo dei Conciatori,it,Vicolo,false
Viale dei Conciatori,it,Viale,false
Sentiero dei Conciatori,it,Sentiero,false
Piazza dei Conciatori,it,Piazza,false
Strada dei Conciatori,it,Strada,false
Passaggio dei Conciatori,it,Passaggio,false
Via dei Fornai,it,Via,false
Via delle Fornai,it,Via,false
Vicolo dei Fornai,it,Vicolo,false
Viale dei Fornai,it,Viale,false
Sentiero dei Fornai,it,Sentiero,false
Piazza dei Fornai,it,Piazza,false
Strada dei Fornai,it,Strada,false
Passaggio dei Fornai,it,Passaggio,false
Via dei Macellai,it,Via,false
Via delle Macellai,it,Via,false
Vicolo dei Macellai,it,Vicolo,false
Viale dei Macellai,it,Viale,false
Sentiero dei Macellai,it,Sentiero,false
Piazza dei Macellai,it,Piazza,false
Strada dei Macellai,it,Strada,false
Passaggio dei Macellai,it,Passaggio,false
Via dei Vignaioli,it,Via,false
Via delle Vignaioli,it,Via,false
Vicolo dei Vignaioli,it,Vicolo,false
Viale dei Vignaioli,it,Viale,false
Sentiero dei Vignaioli,it,Sentiero,false
Piazza dei Vignaioli,it,Piazza,false
Strada dei Vignaioli,it,Strada,false
Passaggio dei Vignaioli,it,Passaggio,false
Via dei Pastori,it,Via,false
Via delle Pastori,it,Via,false
Vicolo dei Pastori,it,Vicolo,false
Viale dei Pastori,it,Viale,false
Sentiero dei Pastori,it,Sentiero,false
Piazza dei Pastori,it,Piazza,false
Strada dei Pastori,it,Strada,false
Passaggio dei Pastori,it,Passaggio,false
Via dei Cervi,it,Via,false
Via delle Cervi,it,Via,false
Vicolo dei Cervi,it,Vicolo,false
Viale dei Cervi,it,Viale,false
Sentiero dei Cervi,it,Sentiero,false
Piazza dei Cervi,it,Piazza,false
Strada dei Cervi,it,Strada,false
Passaggio dei Cervi,it,Passaggio,false
Via dei Caprioli,it,Via,false
Via delle Caprioli,it,Via,false
Vicolo dei Caprioli,it,Vicolo,false
Viale dei Caprioli,it,Viale,false
Sentiero dei Caprioli,it,Sentiero,false
Piazza dei Caprioli,it,Piazza,false
Strada dei Caprioli,it,Strada,false
Passaggio dei Caprioli,it,Passaggio,false
Via dei Volpi,it,Via,false
Via delle Volpi,it,Via,false
Vicolo dei Volpi,it,Vicolo,false
Viale dei Volpi,it,Viale,false
Sentiero dei Volpi,it,Sentiero,false
Piazza dei Volpi,it,Piazza,false
Strada dei Volpi,it,Strada,false
Passaggio dei Volpi,it,Passaggio,false
Via dei Lepri,it,Via,false
Via delle Lepri,it,Via,false
Vicolo dei Lepri,it,Vicolo,false
Viale dei Lepri,it,Viale,false
Sentiero dei Lepri,it,Sentiero,false
Piazza dei Lepri,it,Piazza,false
Strada dei Lepri,it,Strada,false
Passaggio dei Lepri,it,Passaggio,false
Via dei Aquile,it,Via,false
Via delle Aquile,it,Via,false
Vicolo dei Aquile,it,Vicolo,false
Viale dei Aquile,it,Viale,false
Sentiero dei Aquile,it,Sentiero,false
Piazza dei Aquile,it,Piazza,false
Strada dei Aquile,it,Strada,false
Passaggio dei Aquile,it,Passaggio,false
Via dei Falchi,it,Via,false
Via delle Falchi,it,Via,false
Vicolo dei Falchi,it,Vicolo,false
Viale dei Falchi,it,Viale,false
Sentiero dei Falchi,it,Sentiero,false
Piazza dei Falchi,it,Piazza,false
Strada dei Falchi,it,Strada,false
Passaggio dei Falchi,it,Passaggio,false
Via dei Allodole,it,Via,false
Via delle Allodole,it,Via,false
Vicolo dei Allodole,it,Vicolo,false
Viale dei Allodole,it,Viale,false
Sentiero dei Allodole,it,Sentiero,false
Piazza dei Allodole,it,Piazza,false
Strada dei Allodole,it,Strada,false
Passaggio dei Allodole,it,Passaggio,false
Via dei Merli,it,Via,false
Via delle Merli,it,Via,false
Vicolo dei Merli,it,Vicolo,false
Viale dei Merli,it,Viale,false
Sentiero dei Merli,it,Sentiero,false
Piazza dei Merli,it,Piazza,false
Strada dei Merli,it,Strada,false
Passaggio dei Merli,it,Passaggio,false
Via dei Tordi,it,Via,false
Via delle Tordi,it,Via,false
Vicolo dei Tordi,it,Vicolo,false
Viale dei Tordi,it,Viale,false
Sentiero dei Tordi,it,Sentiero,false
Piazza dei Tordi,it,Piazza,false
Strada dei Tordi,it,Strada,false
Passaggio dei Tordi,it,Passaggio,false
Via dei Fringuelli,it,Via,false
Via delle Fringuelli,it,Via,false
Vicolo dei Fringuelli,it,Vicolo,false
Viale dei Fringuelli,it,Viale,false
Sentiero dei Fringuelli,it,Sentiero,false
Piazza dei Fringuelli,it,Piazza,false
Strada dei Fringuelli,it,Strada,false
Passaggio dei Fringuelli,it,Passaggio,false
Via dei Cince,it,Via,false
Via delle Cince,it,Via,false
Vicolo dei Cince,it,Vicolo,false
Viale dei Cince,it,Viale,false
Sentiero dei Cince,it,Sentiero,false
Piazza dei Cince,it,Piazza,false
Strada dei Cince,it,Strada,false
Passaggio dei Cince,it,Passaggio,false
Via dei Rondini,it,Via,false
Via delle Rondini,it,Via,false
Vicolo dei Rondini,it,Vicolo,false
Viale dei Rondini,it,Viale,false
Sentiero dei Rondini,it,Sentiero,false
Piazza dei Rondini,it,Piazza,false
Strada dei Rondini,it,Strada,false
Passaggio dei Rondini,it,Passaggio,false
Via dei Cicogne,it,Via,false
Via delle Cicogne,it,Via,false
Vicolo dei Cicogne,it,Vicolo,false
Viale dei Cicogne,it,Viale,false
Sentiero dei Cicogne,it,Sentiero,false
Piazza dei Cicogne,it,Piazza,false
Strada dei Cicogne,it,Strada,false
Passaggio dei Cicogne,it,Passaggio,false
Via dei Aironi,it,Via,false
Via delle Aironi,it,Via,false
Vicolo dei Aironi,it,Vicolo,false
Viale dei Aironi,it,Viale,false
Sentiero dei Aironi,it,Sentiero,false
Piazza dei Aironi,it,Piazza,false
Strada dei Aironi,it,Strada,false
Passaggio dei Aironi,it,Passaggio,false
Via dei Cigni,it,Via,false
Via delle Cigni,it,Via,false
Vicolo dei Cigni,it,Vicolo,false
Viale dei Cigni,it,Viale,false
Sentiero dei Cigni,it,Sentiero,false
Piazza dei Cigni,it,Piazza,false
Strada dei Cigni,it,Strada,false
Passaggio dei Cigni,it,Passaggio,false
Via dei Trote,it,Via,false
Via delle Trote,it,Via,false
Vicolo dei Trote,it,Vicolo,false
Viale dei Trote,it,Viale,false
Sentiero dei Trote,it,Sentiero,false
Piazza dei Trote,it,Piazza,false
Strada dei Trote,it,Strada,false
Passaggio dei Trote,it,Passaggio,false
Via dei Api,it,Via,false
Via delle Api,it,Via,false
Vicolo dei Api,it,Vicolo,false
Viale dei Api,it,Viale,false
Sentiero dei Api,it,Sentiero,false
Piazza dei Api,it,Piazza,false
Strada dei Api,it,Strada,false
Passaggio dei Api,it,Passaggio,false
Via dei Farfalle,it,Via,false
Via delle Farfalle,it,Via,false
Vicolo dei Farfalle,it,Vicolo,false
Viale dei Farfalle,it,Viale,false
Sentiero dei Farfalle,it,Sentiero,false
Piazza dei Farfalle,it,Piazza,false
Strada dei Farfalle,it,Strada,false
Passaggio dei Farfalle,it,Passaggio,false
Via dei Olmi,it,Via,false
Via delle Olmi,it,Via,false
Vicolo dei Olmi,it,Vicolo,false
Viale dei Olmi,it,Viale,false
Sentiero dei Olmi,it,Sentiero,false
Piazza dei Olmi,it,Piazza,false
Strada dei Olmi,it,Strada,false
Passaggio dei Olmi,it,Passaggio,false
Via dei Frassini,it,Via,false
Via delle Frassini,it,Via,false
Vicolo dei Frassini,it,Vicolo,false
Viale dei Frassini,it,Viale,false
Sentiero dei Frassini,it,Sentiero,false
Piazza dei Frassini,it,Piazza,false
Strada dei Frassini,it,Strada,false
Passaggio dei Frassini,it,Passaggio,false
Via dei Ontani,it,Via,false
Via delle Ontani,it,Via,false
Vicolo dei Ontani,it,Vicolo,false
Viale dei Ontani,it,Viale,false
Sentiero dei Ontani,it,Sentiero,false
Piazza dei Ontani,it,Piazza,false
Strada dei Ontani,it,Strada,false
Passaggio dei Ontani,it,Passaggio,false
Via dei Faggi,it,Via,false
Via delle Faggi,it,Via,false
Vicolo dei Faggi,it,Vicolo,false
Viale dei Faggi,it,Viale,false
Sentiero dei Faggi,it,Sentiero,false
Piazza dei Faggi,it,Piazza,false
Strada dei Faggi,it,Strada,false
Passaggio dei Faggi,it,Passaggio,false
Via dei Castagni,it,Via,false
Via delle Castagni,it,Via,false
Vicolo dei Castagni,it,Vicolo,false
Viale dei Castagni,it,Viale,false
Sentiero dei Castagni,it,Sentiero,false
Piazza dei Castagni,it,Piazza,false
Strada dei Castagni,it,Strada,false
Passaggio dei Castagni,it,Passaggio,false
Via dei Ulivi,it,Via,false
Via delle Ulivi,it,Via,false
Vicolo dei Ulivi,it,Vicolo,false
Viale dei Ulivi,it,Viale,false
Sentiero dei Ulivi,it,Sentiero,false
Piazza dei Ulivi,it,Piazza,false
Strada dei Ulivi,it,Strada,false
Passaggio dei Ulivi,it,Passaggio,false
Via dei Allori,it,Via,false
Via delle Allori,it,Via,false
Vicolo dei Allori,it,Vicolo,false
Viale dei Allori,it,Viale,false
Sentiero dei Allori,it,Sentiero,false
Piazza dei Allori,it,Piazza,false
Strada dei Allori,it,Strada,false
Passaggio dei Allori,it,Passaggio,false
Via dei Eriche,it,Via,false
Via delle Eriche,it,Via,false
Vicolo dei Eriche,it,Vicolo,false
Viale dei Eriche,it,Viale,false
Sentiero dei Eriche,it,Sentiero,false
Piazza dei Eriche,it,Piazza,false
Strada dei Eriche,it,Strada,false
Passaggio dei Eriche,it,Passaggio,false
Via dei Felci,it,Via,false
Via delle Felci,it,Via,false
Vicolo dei Felci,it,Vicolo,false
Viale dei Felci,it,Viale,false
Sentiero dei Felci,it,Sentiero,false
Piazza dei Felci,it,Piazza,false
Strada dei Felci,it,Strada,false
Passaggio dei Felci,it,Passaggio,false
Via dei Muschi,it,Via,false
Via delle Muschi,it,Via,false
Vicolo dei Muschi,it,Vicolo,false
Viale dei Muschi,it,Viale,false
Sentiero dei Muschi,it,Sentiero,false
Piazza dei Muschi,it,Piazza,false
Strada dei Muschi,it,Strada,false
Passaggio dei Muschi,it,Passaggio,false
Via dei Ginestre,it,Via,false
Via delle Ginestre,it,Via,false
Vicolo dei Ginestre,it,Vicolo,false
Viale dei Ginestre,it,Viale,false
Sentiero dei Ginestre,it,Sentiero,false
Piazza dei Ginestre,it,Piazza,false
Strada dei Ginestre,it,Strada,false
Passaggio dei Ginestre,it,Passaggio,false
Via dei Ciclamini,it,Via,false
Via delle Ciclamini,it,Via,false
Vicolo dei Ciclamini,it,Vicolo,false
Viale dei Ciclamini,it,Viale,false
Sentiero dei Ciclamini,it,Sentiero,false
Piazza dei Ciclamini,it,Piazza,false
Strada dei Ciclamini,it,Strada,false
Passaggio dei Ciclamini,it,Passaggio,false
Via dei Narcisi,it,Via,false
Via delle Narcisi,it,Via,false
Vicolo dei Narcisi,it,Vicolo,false
Viale dei Narcisi,it,Viale,false
Sentiero dei Narcisi,it,Sentiero,false
Piazza dei Narcisi,it,Piazza,false
Strada dei Narcisi,it,Strada,false
Passaggio dei Narcisi,it,Passaggio,false
Via dei Primule,it,Via,false
Via delle Primule,it,Via,false
Vicolo dei Primule,it,Vicolo,false
Viale dei Primule,it,Viale,false
Sentiero dei Primule,it,Sentiero,false
Piazza dei Primule,it,Piazza,false
Strada dei Primule,it,Strada,false
Passaggio dei Primule,it,Passaggio,false
Via dei Ippocastani,it,Via,false
Via delle Ippocastani,it,Via,false
Vicolo dei Ippocastani,it,Vicolo,false
Viale dei Ippocastani,it,Viale,false
Sentiero dei Ippocastani,it,Sentiero,false
Piazza dei Ippocastani,it,Piazza,false
Strada dei Ippocastani,it,Strada,false
Passaggio dei Ippocastani,it,Passaggio,false
Via dei Platani,it,Via,false
Via delle Platani,it,Via,false
Vicolo dei Platani,it,Vicolo,false
Viale dei Platani,it,Viale,false
Sentiero dei Platani,it,Sentiero,false
Piazza dei Platani,it,Piazza,false
Strada dei Platani,it,Strada,false
Passaggio dei Platani,it,Passaggio,false
Via dei Glicini,it,Via,false
Via delle Glicini,it,Via,false
Vicolo dei Glicini,it,Vicolo,false
Viale dei Glicini,it,Viale,false
Sentiero dei Glicini,it,Sentiero,false
Piazza dei Glicini,it,Piazza,false
Strada dei Glicini,it,Strada,false
Passaggio dei Glicini,it,Passaggio,false
